ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
6223,Ijen,Banyuwangi,2386,Mudah,Ya,2,100000,0,Tidak,"Lautan pasir, Panorama kota","Jalur landai, Melintasi padang edelweis, Jalur berlumpur","Petugas siaga, Penginapan sederhana, Pos pendakian lengkap","Akses sulit, perlu off-road",Pemandangan laut,Musim Kemarau Awal,4.3
6224,Lawu,Magetan,3265,Sulit,Tidak,3,1200000,4,Ya,"Puncak kembar, Jalur utama","Jalur aman dan terpelihara, Jalur berlumpur",Pusat informasi,"Akses sulit, perlu off-road",Pemandangan pegunungan,Hindari Musim Hujan,4.4
6225,Kawi,Malang,2551,Sedang,Ya,3,450000,4,Tergantung Musim,"Banyak air terjun kecil, Budaya lokal kental, Puncak tertinggi",Trek berbatu,"Area parkir, Toilet, Sumber air",Membutuhkan kendaraan pribadi,Sunset view,Hindari Musim Hujan,4.2
6226,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,600000,4,Tergantung Musim,"Kawah vulkanik, Panorama kota, Danau kawah","Melewati sungai kecil, Tangga alami",Penginapan sederhana,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Sepanjang Tahun,4.2
6227,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,300000,0,Tidak,Jalur menantang,Beberapa tanjakan curam,"Jasa porter, Area camping, Penginapan sederhana",Mudah dijangkau kendaraan umum,Pemandangan laut,Sepanjang Tahun,2.9
6228,Butak,Malang; Blitar,2868,Sedang,Tidak,2,300000,4,Tidak,Artefak kuno,Jalur licin saat hujan,"Warung, Area camping, Shelter","Akses sulit, perlu off-road",Savana,Musim Semi,4.1
6229,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,200000,1,Tidak,"Gurun pasir, Puncak ikonik","Medan berbatu, Jalur panjang dan melelahkan","Pusat informasi, Basecamp dasar",Membutuhkan ojek lokal,Savana,Sepanjang Tahun,3.6
6230,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,3,300000,4,Tidak,Kawah vulkanik,"Jalur curam di beberapa titik, Hutan lebat dan lembab","Pos pendakian lengkap, Petugas siaga",Mudah dijangkau kendaraan umum,Sunset view,Musim Semi,3.4
6231,Blorobrubuh,Mojokerto,2282,Mudah,Ya,1,300000,2,Tidak,Jalur alternatif,"Melintasi jalur rel kereta api tua, Jalur berpasir vulkanik, Banyak bonus pemandangan","Pos pendakian lengkap, Pusat informasi","Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,3.6
6232,Ijen,Banyuwangi,2386,Sedang,Ya,3,600000,4,Tidak,Savana hijau,"Tangga alami, Jalur berlumpur, Jalur landai",Warung,Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Kemarau Awal,4.9
6233,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,4,900000,5,Ya,"Pemandangan sunrise, Peninggalan sejarah","Melewati sungai kecil, Tangga alami, Banyak bonus pemandangan",Area camping,Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,4.3
6234,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,3,450000,3,Tidak,Kawah vulkanik,"Jalur berlumpur, Jalur aman dan terpelihara","Basecamp dasar, Sumber air","Akses sulit, perlu off-road",Pemandangan kawah,Musim Kemarau Awal,4.6
6235,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,300000,1,Tidak,Jalur alternatif,"Hutan lebat dan lembab, Melewati sungai kecil, Melintasi jalur rel kereta api tua",Sumber air,Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Kemarau,3.1
6236,Panderman,Batu,2045,Mudah,Ya,1,100000,2,Tidak,"Panorama kota, Spot sunrise terbaik, Danau alami",Area padang rumput,Sumber air,Membutuhkan kendaraan pribadi,Pemandangan kota,Hindari Musim Hujan,3.5
6237,Blorobrubuh,Mojokerto,2282,Mudah,Ya,1,300000,0,Tidak,"Artefak kuno, Danau indah, Flora dan fauna unik","Mendaki punggungan bukit, Trek berbatu","Area camping, Penginapan sederhana, Mushola",Dekat jalan raya utama,Savana,Kemarau,3.4
6238,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,1,Tidak,"Banyak air terjun kecil, Pemandangan kawah, Hutan hujan tropis","Jalur curam di beberapa titik, Melintasi jalur rel kereta api tua, Beberapa tanjakan curam",Pos pendakian lengkap,Jalur pedesaan yang sempit,Sunset view,Musim Semi,2.5
6239,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,600000,5,Tergantung Musim,"Kawah aktif, Banyak air terjun kecil, Jalur populer","Tanjakan terjal, Hutan lebat dan lembab","Pusat informasi, Basecamp dasar, Petugas siaga",Membutuhkan ojek lokal,Hutan hijau lebat,Kemarau,4.1
6240,Baluran,Situbondo,1247,Mudah,Ya,1,200000,2,Tidak,"Jalur menantang, Air terjun alami, Hamparan savana",Melewati sungai kecil,Jasa porter,Dekat jalan raya utama,Savana,Sepanjang Tahun,3.8
6241,Baluran,Situbondo,1247,Mudah,Ya,1,200000,0,Tidak,"Puncak kembar, Padang savana luas","Tanjakan terjal, Variasi medan dataran rendah, Trek berbatu","Basecamp dasar, Penginapan sederhana, Toilet",Jalur pedesaan yang sempit,Pemandangan pegunungan,Kemarau,3.5
6242,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,4,1200000,6,Tergantung Musim,"Puncak tertinggi, Pemandangan kawah, Danau indah","Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan, Jalur berpasir vulkanik","Mushola, Sumber air",Mudah dijangkau kendaraan umum,Sunset view,Hindari Musim Hujan,4.3
6243,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,1200000,5,Tergantung Musim,Desa adat,"Mendaki punggungan bukit, Trek berbatu",Sumber air,Mudah dijangkau kendaraan umum,Savana,Musim Semi,3.7
6244,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,900000,4,Ya,Kawah vulkanik,"Hutan lebat dan lembab, Jalur curam di beberapa titik",Area camping,Membutuhkan ojek lokal,Savana,Musim Semi,3.4
6245,Lawu,Magetan,3265,Sulit,Tidak,4,1200000,6,Tergantung Musim,Air terjun alami,Jalur landai,"Sumber air, Basecamp dasar",Membutuhkan kendaraan pribadi,Savana,Musim Semi,4.1
6246,Arjuno,Malang,3339,Sulit,Tidak,4,1200000,4,Tergantung Musim,Matahari terbit,Mendaki punggungan bukit,"Pusat informasi, Basecamp dasar",Membutuhkan kendaraan pribadi,Pemandangan kota,Sepanjang Tahun,4.6
6247,Kawi,Malang,2551,Sulit,Tidak,3,600000,5,Ya,"Bukit savana, Kawah vulkanik, Spot sunrise terbaik",Mendaki punggungan bukit,Petugas siaga,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Kemarau Awal,4.3
6248,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,200000,1,Tidak,"Puncak tertinggi, Kawah belerang","Mendaki punggungan bukit, Jalur berlumpur","Mushola, Sumber air, Basecamp dasar",Jalur pedesaan yang sempit,Sunset view,Kemarau,2.2
6249,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,100000,1,Tidak,Candi kuno,"Area padang rumput, Hutan lebat dan lembab","Penyewaan alat camping, Warung, Penginapan sederhana",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,2.4
6250,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,200000,0,Tidak,"Puncak kembar, Danau kawah, Kawah aktif","Trek berbatu, Jalur curam di beberapa titik","Basecamp dasar, Warung",Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,2.5
6251,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,300000,3,Tidak,"Danau indah, Kawah aktif, Budaya lokal kental",Melintasi padang edelweis,"Sumber air, Area camping, Penyewaan alat camping",Jalur pedesaan yang sempit,Sunset view,Kemarau,3.8
6252,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,300000,0,Tidak,"Adat istiadat unik, Kawah aktif, City lights",Tangga alami,Toilet,Membutuhkan ojek lokal,Sunset view,Musim Semi,3.7
6253,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,300000,2,Tidak,"City lights, Lautan pasir, Spot sunrise terbaik","Melintasi jalur rel kereta api tua, Banyak bonus pemandangan","Warung, Jasa porter, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan danau,Hindari Musim Hujan,3.2
6254,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,1200000,5,Ya,Panorama kota,"Trek berbatu, Banyak bonus pemandangan",Mushola,Dekat jalan raya utama,Hutan hijau lebat,Sepanjang Tahun,3.3
6255,Blorobrubuh,Mojokerto,2282,Mudah,Ya,1,300000,1,Tidak,Puncak ikonik,"Jalur panjang dan melelahkan, Jalur aman dan terpelihara, Melewati sungai kecil","Area camping, Warung, Basecamp dasar","Akses sulit, perlu off-road",Pemandangan laut,Hindari Musim Hujan,3.5
6256,Panderman,Batu,2045,Mudah,Ya,1,100000,2,Tidak,"Jalur utama, City lights, Hutan hujan tropis","Melintasi padang edelweis, Medan berbatu, Trek berbatu",Mushola,Mudah dijangkau kendaraan umum,Pemandangan danau,Hindari Musim Hujan,3.5
6257,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,2,600000,3,Tidak,Adat istiadat unik,Beberapa tanjakan curam,"Jasa porter, Mushola, Pusat informasi",Mudah dijangkau kendaraan umum,Pemandangan danau,Hindari Musim Hujan,4.6
6258,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,4,600000,6,Ya,Bukit savana,"Medan terbuka tanpa naungan, Melintasi padang edelweis","Pos pendakian lengkap, Sumber air, Penyewaan alat camping",Membutuhkan ojek lokal,Pemandangan danau,Kemarau,3.7
6259,Baluran,Situbondo,1247,Mudah,Ya,1,100000,1,Tidak,"City lights, Danau alami","Melintasi padang edelweis, Jalur curam di beberapa titik","Shelter, Jasa porter, Sumber air",Jalur pedesaan yang sempit,Pemandangan kota,Musim Kemarau Awal,3.4
6260,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,300000,0,Tidak,"Panorama kota, Jalur alternatif",Jalur aman dan terpelihara,"Mushola, Sumber air, Petugas siaga",Dekat jalan raya utama,Savana,Musim Semi,3.2
6261,Baluran,Situbondo,1247,Mudah,Ya,1,300000,0,Tidak,Lautan pasir,"Area padang rumput, Variasi medan dataran rendah",Petugas siaga,Mudah dijangkau kendaraan umum,Pemandangan kawah,Sepanjang Tahun,3.5
6262,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,3,600000,3,Tidak,"Situs purbakala, Puncak kembar","Melintasi jalur rel kereta api tua, Jalur licin saat hujan","Area parkir, Warung",Mudah dijangkau kendaraan umum,Pemandangan danau,Kemarau,4.1
6263,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,900000,4,Ya,"Danau alami, Panorama kota, Savana hijau","Beberapa tanjakan curam, Jalur curam di beberapa titik",Pusat informasi,Membutuhkan ojek lokal,Hutan hijau lebat,Musim Semi,5.0
6264,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,3,300000,3,Tidak,"Pasir vulkanik, Kawah aktif, Danau alami",Jalur curam di beberapa titik,"Toilet, Area camping, Jasa porter",Dekat jalan raya utama,Pemandangan laut,Musim Semi,4.4
6265,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,900000,4,Tergantung Musim,"Pasir vulkanik, Banyak air terjun kecil, Situs purbakala","Melintasi padang edelweis, Jalur berpasir vulkanik, Melintasi jalur rel kereta api tua",Sumber air,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Semi,4.3
6266,Lawu,Magetan,3265,Sulit,Tidak,4,600000,6,Ya,"Kawah vulkanik, Jalur menantang, Danau alami","Jalur aman dan terpelihara, Jalur panjang dan melelahkan","Pos pendakian lengkap, Pusat informasi, Area camping","Akses sulit, perlu off-road",Pemandangan kawah,Musim Semi,4.3
6267,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,1200000,5,Tergantung Musim,"Padang savana luas, Budaya lokal kental, Jalur populer","Melewati sungai kecil, Jalur panjang dan melelahkan, Jalur curam di beberapa titik",Penginapan sederhana,Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,3.7
6268,Butak,Malang; Blitar,2868,Sedang,Ya,1,300000,3,Tidak,"Lautan pasir, City lights","Melewati sungai kecil, Hutan lebat dan lembab","Jasa porter, Penyewaan alat camping","Akses sulit, perlu off-road",Pemandangan kota,Kemarau,4.0
6269,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,600000,5,Tergantung Musim,"Spot sunrise terbaik, Hamparan savana, Candi kuno",Tangga alami,"Mushola, Warung, Sumber air",Membutuhkan kendaraan pribadi,Pemandangan kawah,Kemarau,3.4
6270,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,1200000,4,Ya,"Gurun pasir, Jalur alternatif, Ranu Kumbolo",Medan terbuka tanpa naungan,"Petugas siaga, Mushola, Warung",Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Semi,4.4
6271,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,900000,5,Tergantung Musim,Puncak ikonik,Medan terbuka tanpa naungan,Penyewaan alat camping,Membutuhkan ojek lokal,Pemandangan perkebunan,Kemarau,3.4
6272,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,600000,6,Ya,Puncak ikonik,Area padang rumput,"Sumber air, Penyewaan alat camping, Pusat informasi",Jalur pedesaan yang sempit,Hutan hijau lebat,Kemarau,4.1
6273,Baluran,Situbondo,1247,Mudah,Ya,1,100000,1,Tidak,"Situs purbakala, Adat istiadat unik, Flora dan fauna unik","Jalur aman dan terpelihara, Jalur landai, Beberapa tanjakan curam",Sumber air,Membutuhkan ojek lokal,Pemandangan perkebunan,Kemarau,3.5
6274,Suket,Bondowoso; Banyuwangi,2950,Sedang,Tidak,3,600000,2,Tidak,"Jalur populer, Pemandangan kota dari ketinggian","Jalur landai, Melintasi padang edelweis, Area padang rumput",Penginapan sederhana,Dekat jalan raya utama,Pemandangan perkebunan,Hindari Musim Hujan,2.7
6275,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,300000,3,Tidak,"Danau indah, Puncak tertinggi, Kawah belerang","Jalur curam di beberapa titik, Hutan lebat dan lembab, Variasi medan dataran rendah","Penginapan sederhana, Toilet","Akses sulit, perlu off-road",Pemandangan kawah,Musim Kemarau Awal,2.9
6276,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,900000,5,Ya,Pemandangan kota dari ketinggian,"Jalur berlumpur, Melewati sungai kecil","Warung, Area parkir",Jalur pedesaan yang sempit,Pemandangan pegunungan,Sepanjang Tahun,2.7
6277,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,2,450000,4,Tergantung Musim,Hutan pinus,"Jalur licin saat hujan, Tangga alami, Variasi medan dataran rendah","Pusat informasi, Shelter",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Semi,3.3
6278,Kelud,Kediri; Blitar; Malang,1731,Sedang,Tidak,1,600000,3,Tergantung Musim,"Danau kawah, Adat istiadat unik, Puncak kembar","Banyak bonus pemandangan, Jalur berpasir vulkanik",Basecamp dasar,Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Musim Kemarau Awal,4.0
6279,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,600000,4,Tergantung Musim,Budaya lokal kental,"Trek berbatu, Jalur panjang dan melelahkan, Melintasi jalur rel kereta api tua",Area camping,Dekat jalan raya utama,Hutan hijau lebat,Musim Semi,4.5
6280,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,1,450000,4,Tidak,Puncak kembar,"Jalur panjang dan melelahkan, Medan terbuka tanpa naungan","Pusat informasi, Warung, Basecamp dasar",Mudah dijangkau kendaraan umum,Pemandangan laut,Kemarau,5.0
6281,Baluran,Situbondo,1247,Mudah,Ya,1,100000,2,Tidak,Kawah belerang,Jalur landai,Petugas siaga,"Akses sulit, perlu off-road",Pemandangan kota,Hindari Musim Hujan,3.6
6282,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Panorama kota, Puncak kembar",Banyak bonus pemandangan,"Sumber air, Basecamp dasar, Toilet",Jalur pedesaan yang sempit,Sunset view,Musim Semi,4.5
6283,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,600000,4,Tergantung Musim,"Ranu Kumbolo, Pemandangan kota dari ketinggian, Hutan pinus","Banyak bonus pemandangan, Melintasi padang edelweis, Jalur panjang dan melelahkan",Basecamp dasar,"Akses sulit, perlu off-road",Pemandangan perkebunan,Sepanjang Tahun,4.4
6284,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,4,900000,6,Ya,Pasir vulkanik,"Jalur berpasir vulkanik, Jalur landai","Basecamp dasar, Toilet, Pusat informasi",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.9
6285,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,1200000,6,Tergantung Musim,"Matahari terbit, Puncak tertinggi",Jalur curam di beberapa titik,"Shelter, Sumber air",Mudah dijangkau kendaraan umum,Pemandangan kawah,Sepanjang Tahun,4.4
6286,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,2,300000,3,Tidak,Artefak kuno,Jalur licin saat hujan,"Pos pendakian lengkap, Jasa porter",Jalur pedesaan yang sempit,Sunset view,Kemarau,3.4
6287,Panderman,Batu,2045,Mudah,Ya,1,100000,0,Tidak,"Pemandangan sunrise, Artefak kuno","Tangga alami, Beberapa tanjakan curam",Penyewaan alat camping,Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,3.8
6288,Butak,Malang; Blitar,2868,Sulit,Tidak,4,1200000,5,Ya,"Jalur utama, Budaya lokal kental","Jalur aman dan terpelihara, Jalur licin saat hujan",Warung,Jalur pedesaan yang sempit,Pemandangan kawah,Kemarau,3.8
6289,Butak,Malang; Blitar,2868,Sedang,Tidak,1,300000,3,Tergantung Musim,"Kawah aktif, Puncak tertinggi, Panorama kota","Banyak bonus pemandangan, Jalur panjang dan melelahkan","Penyewaan alat camping, Area parkir, Pusat informasi",Jalur pedesaan yang sempit,Sunset view,Musim Semi,3.7
6290,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,2,300000,4,Tidak,Ranu Kumbolo,Melintasi padang edelweis,Shelter,Membutuhkan kendaraan pribadi,Savana,Kemarau,3.2
6291,Blorobrubuh,Mojokerto,2282,Sedang,Ya,2,450000,3,Tidak,"Flora dan fauna unik, City lights, Danau alami","Melintasi jalur rel kereta api tua, Variasi medan dataran rendah, Melewati sungai kecil",Basecamp dasar,Jalur pedesaan yang sempit,Pemandangan danau,Hindari Musim Hujan,2.9
6292,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,900000,5,Tergantung Musim,Kawah belerang,Jalur berlumpur,"Basecamp dasar, Sumber air, Pusat informasi",Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Sepanjang Tahun,4.2
6293,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,4,900000,6,Tergantung Musim,Banyak air terjun kecil,Banyak bonus pemandangan,"Shelter, Jasa porter","Akses sulit, perlu off-road",Pemandangan kota,Kemarau,3.7
6294,Kawi,Malang,2551,Sulit,Tidak,3,1200000,5,Ya,Candi kuno,"Beberapa tanjakan curam, Medan terbuka tanpa naungan, Jalur berlumpur",Warung,Jalur pedesaan yang sempit,Hutan hijau lebat,Sepanjang Tahun,4.3
6295,Ijen,Banyuwangi,2386,Sedang,Ya,1,600000,4,Tergantung Musim,"Hutan lebat, Pemandangan kota dari ketinggian","Jalur berlumpur, Jalur aman dan terpelihara, Banyak bonus pemandangan","Area parkir, Penginapan sederhana, Area camping",Membutuhkan kendaraan pribadi,Pemandangan kawah,Hindari Musim Hujan,5.0
6296,Panderman,Batu,2045,Sedang,Tidak,3,450000,2,Tidak,Jalur utama,Melewati sungai kecil,Mushola,Jalur pedesaan yang sempit,Savana,Hindari Musim Hujan,3.3
6297,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,2,Tidak,"Artefak kuno, City lights, Spot sunrise terbaik","Banyak bonus pemandangan, Tangga alami","Penyewaan alat camping, Mushola","Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,2.4
6298,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,300000,2,Tergantung Musim,Matahari terbit,"Jalur curam di beberapa titik, Melewati sungai kecil, Trek berbatu","Shelter, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan danau,Musim Semi,3.5
6299,Butak,Malang; Blitar,2868,Sedang,Ya,1,300000,4,Tidak,"Pemandangan kota dari ketinggian, Gurun pasir, View matahari terbit","Trek berbatu, Mendaki punggungan bukit","Shelter, Pos pendakian lengkap, Warung",Jalur pedesaan yang sempit,Pemandangan kota,Sepanjang Tahun,3.7
6300,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,4,Tergantung Musim,Peninggalan sejarah,"Jalur berpasir vulkanik, Jalur berlumpur","Area parkir, Basecamp dasar, Warung",Membutuhkan ojek lokal,Pemandangan kawah,Kemarau,3.8
6301,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,2,Tidak,Hamparan savana,"Medan terbuka tanpa naungan, Jalur berpasir vulkanik, Variasi medan dataran rendah","Warung, Toilet, Petugas siaga",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Sepanjang Tahun,2.9
6302,Berungkal,Lumajang,1040,Mudah,Ya,2,300000,2,Tidak,"Kawah vulkanik, Air terjun tersembunyi",Tanjakan terjal,"Toilet, Petugas siaga, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Kemarau Awal,3.1
6303,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,600000,4,Tidak,"Panorama kota, Air terjun alami",Jalur curam di beberapa titik,"Sumber air, Area camping",Dekat jalan raya utama,Pemandangan laut,Sepanjang Tahun,3.6
6304,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,600000,4,Ya,"Candi kuno, City lights, Danau kawah",Jalur landai,"Mushola, Penginapan sederhana, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan danau,Kemarau,4.3
6305,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,300000,4,Tergantung Musim,"Candi kuno, Adat istiadat unik, Lautan pasir","Jalur curam di beberapa titik, Banyak bonus pemandangan","Petugas siaga, Penyewaan alat camping, Basecamp dasar",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Semi,4.1
6306,Baluran,Situbondo,1247,Mudah,Ya,2,200000,0,Tidak,Lautan pasir,"Tangga alami, Melintasi padang edelweis, Mendaki punggungan bukit","Petugas siaga, Pos pendakian lengkap, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan kawah,Hindari Musim Hujan,3.0
6307,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,1200000,6,Tergantung Musim,Desa adat,"Area padang rumput, Melewati sungai kecil","Area camping, Basecamp dasar, Mushola",Mudah dijangkau kendaraan umum,Pemandangan laut,Musim Kemarau Awal,3.3
6308,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,600000,2,Tergantung Musim,Jalur utama,"Jalur landai, Medan terbuka tanpa naungan, Variasi medan dataran rendah",Penginapan sederhana,Jalur pedesaan yang sempit,Pemandangan laut,Kemarau,3.9
6309,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,1,300000,3,Tergantung Musim,"Kawah vulkanik, Flora dan fauna unik, Danau kawah","Beberapa tanjakan curam, Melintasi padang edelweis",Shelter,Jalur pedesaan yang sempit,Pemandangan kawah,Hindari Musim Hujan,3.4
6310,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,100000,2,Tidak,Hutan pinus,Jalur berlumpur,"Mushola, Toilet, Jasa porter",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,2.6
6311,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,1,100000,2,Tidak,Hutan pinus,"Tanjakan terjal, Medan terbuka tanpa naungan, Jalur panjang dan melelahkan",Area camping,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Kemarau Awal,3.8
6312,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,600000,5,Tergantung Musim,Puncak ikonik,Area padang rumput,Area parkir,Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Kemarau Awal,3.7
6313,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,1,Tidak,Kawah belerang,Melewati sungai kecil,"Penyewaan alat camping, Basecamp dasar",Membutuhkan kendaraan pribadi,Pemandangan laut,Sepanjang Tahun,3.2
6314,Panderman,Batu,2045,Sedang,Ya,3,600000,3,Tidak,Adat istiadat unik,"Tanjakan terjal, Jalur landai, Jalur aman dan terpelihara","Pos pendakian lengkap, Mushola, Area parkir",Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Semi,3.6
6315,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,450000,4,Tergantung Musim,City lights,Melintasi padang edelweis,"Petugas siaga, Jasa porter, Area camping","Akses sulit, perlu off-road",Pemandangan kota,Musim Semi,3.2
6316,Butak,Malang; Blitar,2868,Sulit,Tidak,2,600000,4,Ya,Lautan pasir,"Area padang rumput, Trek berbatu, Jalur curam di beberapa titik","Sumber air, Toilet","Akses sulit, perlu off-road",Pemandangan laut,Musim Kemarau Awal,4.0
6317,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,1,300000,4,Tidak,"Danau alami, Padang savana luas","Tanjakan terjal, Melintasi jalur rel kereta api tua","Pos pendakian lengkap, Sumber air, Toilet",Membutuhkan ojek lokal,Pemandangan laut,Musim Kemarau Awal,5.0
6318,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,300000,1,Tidak,"Hamparan savana, Danau indah, Artefak kuno","Jalur curam di beberapa titik, Jalur berpasir vulkanik, Area padang rumput",Toilet,Membutuhkan ojek lokal,Savana,Sepanjang Tahun,2.9
6319,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,1,Tidak,"Hutan lebat, Danau alami","Jalur curam di beberapa titik, Beberapa tanjakan curam","Toilet, Mushola",Mudah dijangkau kendaraan umum,Pemandangan kawah,Kemarau,2.9
6320,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,2,Tidak,"Artefak kuno, Panorama kota, Hutan pinus",Area padang rumput,Mushola,"Akses sulit, perlu off-road",Pemandangan laut,Kemarau,2.9
