ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
4254,Butak,Malang; Blitar,2868,Sedang,Tidak,1,350000,4,Tidak,"Banyak air terjun kecil, Gurun pasir, Puncak tertinggi",Jalur berpasir vulkanik,Pusat informasi,"Akses sulit, perlu off-road",Hutan hijau lebat,Musim Semi,3.1
4255,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,250000,3,Tidak,City lights,"Jalur aman dan terpelihara, Mendaki punggungan bukit",Penyewaan alat camping,Mudah dijangkau kendaraan umum,Pemandangan kawah,Sepanjang Tahun,3.1
4256,Lawu,Magetan,3265,Sangat Sulit,Tidak,4,900000,4,Tidak,"Kawah belerang, Lautan pasir, Hamparan savana","Jalur landai, Jalur curam di beberapa titik",Penginapan sederhana,Dekat jalan raya utama,Pemandangan danau,Musim Kemarau Awal,4.5
4257,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,100000,0,Tidak,Hutan hujan tropis,"Jalur aman dan terpelihara, Hutan lebat dan lembab",Penginapan sederhana,Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,3.1
4258,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,2,Tidak,"Danau kawah, Pemandangan kota dari ketinggian",Tangga alami,"Jasa porter, Sumber air",Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,4.3
4259,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,150000,3,Tidak,"Adat istiadat unik, Puncak ikonik, Pasir vulkanik","Melewati sungai kecil, Jalur berlumpur",Sumber air,"Akses sulit, perlu off-road",Sunset view,Kemarau,2.9
4260,Kelud,Kediri; Blitar; Malang,1731,Sedang,Tidak,2,250000,2,Tergantung Musim,"Budaya lokal kental, Danau kawah","Area padang rumput, Trek berbatu",Pos pendakian lengkap,Membutuhkan ojek lokal,Pemandangan kawah,Musim Kemarau Awal,4.0
4261,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,600000,5,Tergantung Musim,"Adat istiadat unik, Kawah belerang",Medan berbatu,"Toilet, Warung",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Hindari Musim Hujan,3.4
4262,Lawu,Magetan,3265,Sulit,Tidak,2,600000,5,Ya,City lights,"Medan berbatu, Trek berbatu","Mushola, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan laut,Sepanjang Tahun,4.9
4263,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,1,Tidak,Panorama kota,Jalur berpasir vulkanik,"Area parkir, Basecamp dasar, Pos pendakian lengkap",Membutuhkan ojek lokal,Pemandangan pegunungan,Kemarau,3.2
4264,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,750000,5,Tergantung Musim,Jalur utama,Mendaki punggungan bukit,"Pusat informasi, Basecamp dasar, Mushola",Membutuhkan ojek lokal,Pemandangan kawah,Hindari Musim Hujan,3.5
4265,Berungkal,Lumajang,1040,Mudah,Ya,2,150000,1,Tidak,Jalur utama,Tangga alami,"Pos pendakian lengkap, Toilet",Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,3.3
4266,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,300000,2,Tidak,"Jalur menantang, Danau alami, Adat istiadat unik",Jalur berlumpur,"Shelter, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Sepanjang Tahun,3.9
4267,Butak,Malang; Blitar,2868,Sedang,Tidak,2,450000,4,Tidak,"Lautan pasir, Puncak kembar","Trek berbatu, Tangga alami",Basecamp dasar,Mudah dijangkau kendaraan umum,Pemandangan kota,Sepanjang Tahun,3.3
4268,Butak,Malang; Blitar,2868,Sulit,Tidak,3,600000,5,Ya,"Jalur utama, Pemandangan sunrise","Medan terbuka tanpa naungan, Jalur panjang dan melelahkan",Area parkir,Mudah dijangkau kendaraan umum,Pemandangan laut,Musim Kemarau Awal,3.6
4269,Baluran,Situbondo,1247,Mudah,Ya,1,250000,3,Tidak,"Jalur utama, Flora dan fauna unik, Banyak air terjun kecil","Jalur landai, Tanjakan terjal, Jalur panjang dan melelahkan",Penyewaan alat camping,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,3.1
4270,Lawu,Magetan,3265,Sulit,Tidak,2,600000,3,Tergantung Musim,"Hutan hujan tropis, Desa adat","Tanjakan terjal, Melewati sungai kecil","Toilet, Jasa porter, Shelter",Membutuhkan ojek lokal,Savana,Musim Kemarau Awal,4.5
4271,Butak,Malang; Blitar,2868,Sedang,Ya,1,450000,2,Tergantung Musim,"Air terjun alami, Situs purbakala","Variasi medan dataran rendah, Medan berbatu, Jalur panjang dan melelahkan",Basecamp dasar,Jalur pedesaan yang sempit,Pemandangan kawah,Musim Semi,4.1
4272,Panderman,Batu,2045,Mudah,Ya,1,300000,3,Tidak,"Budaya lokal kental, Hamparan savana","Beberapa tanjakan curam, Jalur curam di beberapa titik","Pos pendakian lengkap, Toilet, Petugas siaga",Dekat jalan raya utama,Pemandangan kota,Musim Kemarau Awal,3.8
4273,Kawi,Malang,2551,Sulit,Tidak,2,750000,5,Tergantung Musim,"Air terjun tersembunyi, Pemandangan kawah","Tanjakan terjal, Mendaki punggungan bukit, Jalur curam di beberapa titik","Mushola, Shelter",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,3.9
4274,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,5,1000000,5,Tidak,Desa adat,Jalur berpasir vulkanik,Area camping,Dekat jalan raya utama,Pemandangan kawah,Sepanjang Tahun,4.1
4275,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,300000,2,Tidak,"Puncak tertinggi, Desa adat","Jalur berlumpur, Jalur landai, Tanjakan terjal","Penginapan sederhana, Warung, Pusat informasi","Akses sulit, perlu off-road",Savana,Hindari Musim Hujan,2.8
4276,Kawi,Malang,2551,Sulit,Tidak,3,750000,4,Tergantung Musim,Air terjun alami,Jalur curam di beberapa titik,"Pusat informasi, Petugas siaga, Jasa porter",Jalur pedesaan yang sempit,Pemandangan laut,Sepanjang Tahun,3.8
4277,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,2,450000,3,Tidak,"Lautan pasir, Jalur menantang, Kawah belerang",Banyak bonus pemandangan,"Basecamp dasar, Pusat informasi, Penyewaan alat camping",Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,3.9
4278,Kawi,Malang,2551,Sulit,Tidak,3,400000,3,Ya,"Danau alami, Bukit savana",Jalur berlumpur,Area parkir,"Akses sulit, perlu off-road",Pemandangan kota,Musim Semi,3.8
4279,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,600000,4,Tergantung Musim,"Danau kawah, Jalur alternatif","Trek berbatu, Beberapa tanjakan curam, Hutan lebat dan lembab",Warung,Membutuhkan ojek lokal,Savana,Kemarau,3.3
4280,Berungkal,Lumajang,1040,Mudah,Ya,2,150000,1,Tidak,"Matahari terbit, Padang savana luas",Hutan lebat dan lembab,"Penyewaan alat camping, Petugas siaga",Membutuhkan kendaraan pribadi,Pemandangan kota,Hindari Musim Hujan,3.0
4281,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,400000,3,Tergantung Musim,Pemandangan kota dari ketinggian,"Hutan lebat dan lembab, Tanjakan terjal","Pusat informasi, Toilet, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,4.8
4282,Liman,Ponorogo; Nganjuk,2563,Sedang,Tidak,1,350000,4,Tidak,"Air terjun tersembunyi, Padang savana luas","Area padang rumput, Medan terbuka tanpa naungan, Hutan lebat dan lembab",Sumber air,Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,3.4
4283,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,400000,4,Tergantung Musim,"Flora dan fauna unik, Bukit savana","Jalur panjang dan melelahkan, Medan terbuka tanpa naungan, Beberapa tanjakan curam","Penyewaan alat camping, Area parkir",Membutuhkan ojek lokal,Pemandangan kawah,Sepanjang Tahun,3.6
4284,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,300000,2,Tidak,"Banyak air terjun kecil, Hamparan savana",Trek berbatu,"Petugas siaga, Pusat informasi",Membutuhkan ojek lokal,Pemandangan danau,Musim Kemarau Awal,4.5
4285,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,150000,1,Tidak,"Banyak air terjun kecil, Peninggalan sejarah, Desa adat",Banyak bonus pemandangan,"Petugas siaga, Penginapan sederhana, Sumber air","Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,2.9
4286,Baluran,Situbondo,1247,Mudah,Ya,1,300000,3,Tidak,"Air terjun tersembunyi, Lautan pasir, Hutan hujan tropis",Melewati sungai kecil,"Penyewaan alat camping, Jasa porter, Area camping",Jalur pedesaan yang sempit,Pemandangan danau,Musim Kemarau Awal,3.8
4287,Butak,Malang; Blitar,2868,Sedang,Tidak,2,450000,4,Tidak,"Banyak air terjun kecil, Gurun pasir","Medan terbuka tanpa naungan, Hutan lebat dan lembab",Area parkir,Dekat jalan raya utama,Pemandangan kota,Kemarau,3.5
4288,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,400000,3,Tergantung Musim,"Hamparan savana, Kawah aktif, Desa adat","Trek berbatu, Mendaki punggungan bukit, Jalur aman dan terpelihara",Shelter,Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,3.8
4289,Ijen,Banyuwangi,2386,Sedang,Ya,1,250000,2,Tergantung Musim,"Air terjun alami, Danau alami, Jalur alternatif",Hutan lebat dan lembab,"Pusat informasi, Penginapan sederhana",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,4.7
4290,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,150000,2,Tidak,"Kawah belerang, Hamparan savana, Artefak kuno","Jalur berpasir vulkanik, Mendaki punggungan bukit","Petugas siaga, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan kawah,Kemarau,3.9
4291,Lawu,Magetan,3265,Sangat Sulit,Tidak,3,1500000,5,Tidak,"Air terjun alami, View matahari terbit","Jalur landai, Hutan lebat dan lembab, Tangga alami","Penyewaan alat camping, Pos pendakian lengkap, Pusat informasi",Membutuhkan ojek lokal,Pemandangan laut,Kemarau,4.8
4292,Ijen,Banyuwangi,2386,Mudah,Ya,2,300000,3,Tidak,"Danau kawah, City lights, View matahari terbit","Melintasi padang edelweis, Beberapa tanjakan curam","Toilet, Sumber air, Penginapan sederhana",Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,5.0
4293,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,1,250000,4,Tergantung Musim,Jalur utama,Trek berbatu,"Mushola, Basecamp dasar, Area parkir",Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Kemarau Awal,3.4
4294,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,350000,3,Tidak,"Panorama kota, Jalur alternatif, Danau indah",Mendaki punggungan bukit,Petugas siaga,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Sepanjang Tahun,3.7
4295,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,2,600000,3,Ya,"Lautan pasir, View matahari terbit","Melewati sungai kecil, Medan berbatu","Area camping, Toilet, Jasa porter",Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,4.1
4296,Kawi,Malang,2551,Sedang,Tidak,1,450000,4,Tidak,"City lights, Bukit savana","Tanjakan terjal, Beberapa tanjakan curam, Jalur berlumpur","Petugas siaga, Shelter, Area camping",Jalur pedesaan yang sempit,Pemandangan kawah,Kemarau,3.8
4297,Ijen,Banyuwangi,2386,Sedang,Tidak,1,250000,2,Tidak,"Adat istiadat unik, Kawah belerang","Jalur panjang dan melelahkan, Jalur berlumpur, Variasi medan dataran rendah","Area parkir, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,5.0
4298,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,1,250000,3,Tergantung Musim,"Jalur utama, Danau indah, Budaya lokal kental",Beberapa tanjakan curam,"Shelter, Jasa porter, Pusat informasi",Mudah dijangkau kendaraan umum,Savana,Kemarau,3.6
4299,Butak,Malang; Blitar,2868,Sulit,Tidak,3,400000,3,Ya,"Puncak ikonik, Air terjun alami","Jalur berlumpur, Jalur curam di beberapa titik","Toilet, Penginapan sederhana, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan kota,Hindari Musim Hujan,3.3
4300,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,300000,1,Tidak,Puncak tertinggi,Beberapa tanjakan curam,Area parkir,Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.2
4301,Berungkal,Lumajang,1040,Mudah,Ya,2,150000,2,Tidak,"Puncak ikonik, Desa adat, Banyak air terjun kecil",Jalur aman dan terpelihara,Pusat informasi,Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,2.8
4302,Ijen,Banyuwangi,2386,Sedang,Ya,2,450000,2,Tidak,Banyak air terjun kecil,Jalur panjang dan melelahkan,"Sumber air, Shelter, Mushola",Mudah dijangkau kendaraan umum,Sunset view,Sepanjang Tahun,4.7
4303,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,150000,2,Tidak,Kawah aktif,"Beberapa tanjakan curam, Hutan lebat dan lembab","Mushola, Jasa porter, Shelter",Membutuhkan ojek lokal,Savana,Sepanjang Tahun,2.6
4304,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,250000,1,Tidak,"Air terjun tersembunyi, Hutan hujan tropis, Hamparan savana","Banyak bonus pemandangan, Jalur berlumpur, Trek berbatu","Area parkir, Sumber air, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,3.6
4305,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,150000,1,Tidak,"Flora dan fauna unik, Adat istiadat unik","Melewati sungai kecil, Jalur curam di beberapa titik, Jalur aman dan terpelihara",Toilet,Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,3.1
4306,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,600000,4,Tergantung Musim,Candi kuno,"Medan terbuka tanpa naungan, Jalur berpasir vulkanik, Mendaki punggungan bukit","Pos pendakian lengkap, Basecamp dasar, Shelter",Dekat jalan raya utama,Pemandangan pegunungan,Hindari Musim Hujan,3.1
4307,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,900000,4,Tidak,Gurun pasir,"Jalur panjang dan melelahkan, Melintasi padang edelweis, Mendaki punggungan bukit",Sumber air,Dekat jalan raya utama,Savana,Sepanjang Tahun,4.0
4308,Betiri,Jember; Banyuwangi,1233,Sangat Mudah,Tidak,1,100000,0,Tidak,"Pasir vulkanik, Air terjun tersembunyi","Tanjakan terjal, Medan terbuka tanpa naungan","Penginapan sederhana, Petugas siaga, Pos pendakian lengkap","Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,2.8
4309,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,600000,5,Tergantung Musim,Kawah aktif,"Jalur curam di beberapa titik, Melewati sungai kecil, Area padang rumput","Penginapan sederhana, Jasa porter",Membutuhkan kendaraan pribadi,Pemandangan kota,Musim Semi,3.2
4310,Arjuno,Malang,3339,Sangat Sulit,Tidak,3,900000,4,Tidak,"Bukit savana, Hutan hujan tropis, Danau kawah",Melintasi padang edelweis,"Shelter, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan danau,Musim Semi,4.6
4311,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,400000,3,Tergantung Musim,"Air terjun tersembunyi, Puncak tertinggi","Medan terbuka tanpa naungan, Jalur licin saat hujan, Medan berbatu","Sumber air, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Sepanjang Tahun,3.0
4312,Panderman,Batu,2045,Mudah,Ya,1,250000,2,Tidak,"Jalur menantang, Puncak kembar",Hutan lebat dan lembab,Area parkir,Membutuhkan kendaraan pribadi,Pemandangan kota,Musim Semi,4.1
4313,Kawi,Malang,2551,Sulit,Tidak,2,600000,3,Ya,"Desa adat, Puncak ikonik, Savana hijau","Jalur licin saat hujan, Jalur panjang dan melelahkan",Shelter,Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,4.2
4314,Panderman,Batu,2045,Mudah,Ya,2,300000,1,Tidak,Jalur alternatif,Jalur berpasir vulkanik,Area camping,Dekat jalan raya utama,Pemandangan kota,Musim Semi,3.5
4315,Ijen,Banyuwangi,2386,Sedang,Tidak,2,250000,4,Tidak,"Peninggalan sejarah, Puncak kembar, Jalur alternatif","Jalur berpasir vulkanik, Melintasi padang edelweis, Jalur licin saat hujan","Sumber air, Penginapan sederhana, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan perkebunan,Hindari Musim Hujan,4.6
4316,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,1,Tidak,"Hutan pinus, Pemandangan kota dari ketinggian",Medan berbatu,"Penyewaan alat camping, Area camping, Area parkir",Membutuhkan ojek lokal,Savana,Hindari Musim Hujan,3.1
4317,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,300000,3,Tidak,"Jalur menantang, Artefak kuno, Lautan pasir",Tangga alami,Pos pendakian lengkap,Membutuhkan ojek lokal,Pemandangan kawah,Musim Kemarau Awal,4.8
4318,Lawu,Magetan,3265,Sangat Sulit,Tidak,5,1000000,4,Tidak,Puncak ikonik,Tangga alami,"Mushola, Toilet",Jalur pedesaan yang sempit,Pemandangan danau,Musim Kemarau Awal,4.5
4319,Arjuno,Malang,3339,Sulit,Tidak,2,600000,5,Ya,"Banyak air terjun kecil, Panorama kota, Puncak kembar","Melewati sungai kecil, Medan berbatu, Banyak bonus pemandangan","Area camping, Toilet, Mushola",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,3.9
4320,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,750000,3,Ya,Puncak tertinggi,"Area padang rumput, Variasi medan dataran rendah, Jalur panjang dan melelahkan",Area camping,Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,3.2
4321,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,2,350000,3,Tidak,Puncak ikonik,"Jalur aman dan terpelihara, Banyak bonus pemandangan",Penginapan sederhana,Membutuhkan kendaraan pribadi,Pemandangan kota,Kemarau,3.9
4322,Panderman,Batu,2045,Mudah,Ya,1,250000,2,Tidak,"Kawah vulkanik, Panorama kota","Jalur panjang dan melelahkan, Area padang rumput",Sumber air,Mudah dijangkau kendaraan umum,Pemandangan kota,Hindari Musim Hujan,3.6
4323,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,2,450000,2,Tidak,Gurun pasir,"Jalur landai, Melewati sungai kecil, Tangga alami",Toilet,"Akses sulit, perlu off-road",Pemandangan danau,Kemarau,5.0
4324,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,2,250000,2,Tidak,"Pasir vulkanik, Peninggalan sejarah","Jalur landai, Area padang rumput, Melintasi padang edelweis",Penyewaan alat camping,"Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,3.2
4325,Berungkal,Lumajang,1040,Mudah,Ya,2,300000,3,Tidak,Adat istiadat unik,Tangga alami,Pusat informasi,Mudah dijangkau kendaraan umum,Sunset view,Kemarau,3.3
4326,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,150000,1,Tidak,"Budaya lokal kental, Gurun pasir, Hamparan savana","Area padang rumput, Melewati sungai kecil, Beberapa tanjakan curam","Petugas siaga, Penginapan sederhana, Area camping","Akses sulit, perlu off-road",Pemandangan pegunungan,Kemarau,3.6
4327,Kelud,Kediri; Blitar; Malang,1731,Sedang,Tidak,1,350000,2,Tergantung Musim,Hutan lebat,"Mendaki punggungan bukit, Jalur aman dan terpelihara","Penyewaan alat camping, Pusat informasi","Akses sulit, perlu off-road",Savana,Sepanjang Tahun,4.7
4328,Ijen,Banyuwangi,2386,Mudah,Ya,1,150000,1,Tidak,"Lautan pasir, Adat istiadat unik, Jalur menantang",Melewati sungai kecil,Shelter,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,4.8
4329,Panderman,Batu,2045,Mudah,Ya,1,250000,1,Tidak,Pasir vulkanik,"Variasi medan dataran rendah, Trek berbatu, Melintasi jalur rel kereta api tua","Penyewaan alat camping, Pusat informasi, Area camping",Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Semi,4.2
4330,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,400000,3,Tergantung Musim,Air terjun alami,"Hutan lebat dan lembab, Tangga alami, Melintasi padang edelweis",Penginapan sederhana,Membutuhkan kendaraan pribadi,Pemandangan kawah,Kemarau,3.0
4331,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,5,700000,4,Tidak,Danau kawah,"Jalur berlumpur, Jalur aman dan terpelihara, Beberapa tanjakan curam",Area camping,Membutuhkan ojek lokal,Pemandangan danau,Musim Semi,4.3
4332,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,150000,1,Tidak,"Danau kawah, Kawah belerang, Air terjun tersembunyi","Variasi medan dataran rendah, Jalur berlumpur","Pusat informasi, Mushola, Pos pendakian lengkap",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.1
4333,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,750000,3,Ya,"Jalur utama, View matahari terbit, Danau indah","Beberapa tanjakan curam, Medan berbatu, Hutan lebat dan lembab","Shelter, Sumber air",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Kemarau,3.8
4334,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,2,250000,4,Tergantung Musim,"Flora dan fauna unik, Banyak air terjun kecil, Candi kuno",Banyak bonus pemandangan,"Penyewaan alat camping, Petugas siaga, Sumber air","Akses sulit, perlu off-road",Pemandangan perkebunan,Hindari Musim Hujan,4.5
4335,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,250000,2,Tidak,"Hutan lebat, Air terjun tersembunyi, Puncak kembar","Jalur curam di beberapa titik, Medan berbatu, Melewati sungai kecil","Area camping, Pos pendakian lengkap",Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,3.6
4336,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,150000,2,Tidak,"Danau indah, Artefak kuno","Variasi medan dataran rendah, Hutan lebat dan lembab","Toilet, Mushola, Jasa porter","Akses sulit, perlu off-road",Pemandangan laut,Kemarau,3.8
4337,Blorobrubuh,Mojokerto,2282,Sedang,Ya,1,250000,3,Tidak,Pemandangan kota dari ketinggian,"Melintasi padang edelweis, Jalur aman dan terpelihara","Petugas siaga, Area camping",Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,3.5
4338,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,350000,4,Tidak,"Jalur utama, Artefak kuno","Jalur landai, Hutan lebat dan lembab","Jasa porter, Petugas siaga",Jalur pedesaan yang sempit,Sunset view,Musim Semi,3.0
4339,Arjuno,Malang,3339,Sulit,Tidak,2,750000,3,Ya,"Pemandangan sunrise, Hamparan savana",Melewati sungai kecil,Penginapan sederhana,Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,4.1
4340,Kawi,Malang,2551,Sedang,Ya,2,450000,2,Tidak,"Panorama kota, Jalur menantang",Melintasi padang edelweis,Warung,Mudah dijangkau kendaraan umum,Sunset view,Kemarau,4.3
4341,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,300000,3,Tidak,Danau kawah,"Melewati sungai kecil, Tanjakan terjal, Banyak bonus pemandangan",Pos pendakian lengkap,Membutuhkan ojek lokal,Pemandangan kawah,Kemarau,5.0
4342,Arjuno,Malang,3339,Sulit,Tidak,2,600000,3,Tergantung Musim,"Jalur alternatif, View matahari terbit",Beberapa tanjakan curam,"Area camping, Mushola",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,3.9
4343,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,100000,2,Tidak,"Kawah belerang, Jalur menantang, Ranu Kumbolo",Area padang rumput,"Area parkir, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Pemandangan kota,Sepanjang Tahun,2.8
4344,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,2,450000,4,Tidak,"Desa adat, Danau alami","Jalur panjang dan melelahkan, Tangga alami, Area padang rumput","Warung, Sumber air, Basecamp dasar",Membutuhkan kendaraan pribadi,Savana,Kemarau,4.5
4345,Ijen,Banyuwangi,2386,Mudah,Ya,2,300000,3,Tidak,Candi kuno,"Banyak bonus pemandangan, Mendaki punggungan bukit",Basecamp dasar,Jalur pedesaan yang sempit,Pemandangan kawah,Hindari Musim Hujan,4.8
4346,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,250000,3,Tidak,"Pemandangan sunrise, Situs purbakala, Adat istiadat unik",Beberapa tanjakan curam,Shelter,"Akses sulit, perlu off-road",Hutan hijau lebat,Musim Kemarau Awal,2.7
4347,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,600000,3,Tergantung Musim,Puncak kembar,"Jalur berpasir vulkanik, Tangga alami, Jalur berlumpur",Petugas siaga,"Akses sulit, perlu off-road",Pemandangan pegunungan,Sepanjang Tahun,3.4
4348,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,750000,3,Ya,"Puncak kembar, Air terjun alami",Variasi medan dataran rendah,Penyewaan alat camping,Mudah dijangkau kendaraan umum,Pemandangan laut,Hindari Musim Hujan,3.3
4349,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,100000,0,Tidak,"Padang savana luas, Budaya lokal kental","Jalur berlumpur, Melewati sungai kecil",Mushola,Membutuhkan kendaraan pribadi,Sunset view,Musim Semi,2.7
4350,Kawi,Malang,2551,Sedang,Tidak,2,350000,2,Tidak,"Pemandangan sunrise, Jalur populer, Pemandangan kota dari ketinggian","Jalur landai, Melintasi padang edelweis, Jalur aman dan terpelihara",Sumber air,"Akses sulit, perlu off-road",Pemandangan perkebunan,Musim Kemarau Awal,3.8
4351,Baluran,Situbondo,1247,Mudah,Ya,2,250000,1,Tidak,"Gurun pasir, Puncak tertinggi, Budaya lokal kental","Jalur aman dan terpelihara, Tanjakan terjal","Sumber air, Penyewaan alat camping",Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,3.9
4352,Ijen,Banyuwangi,2386,Mudah,Ya,1,150000,3,Tidak,"Pemandangan kota dari ketinggian, Lautan pasir","Jalur berlumpur, Tangga alami","Shelter, Area parkir, Petugas siaga",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Hindari Musim Hujan,4.5
